user_id,email,role,timezone,window_days,worklogs_count_window,avg_weekly_logged_hours,capacity_hours_per_week,over_capacity_ratio,after_hours_worklog_ratio,blocked_task_ratio,reopen_events_window,active_projects_window,status_transitions_window,avg_task_cycle_hours_window,days_since_last_activity,burnout_label
synthetic,synthetic@test.com,developer,UTC,30,28.728609589991986,62.9425458553967,43.130062404705285,1.8606573344502544,0.7563696223033791,0.2210117065446661,4.545611546894831,4.763171591885575,25.108987755492976,66.41925803183983,0.7998704107638365,high
synthetic,synthetic@test.com,developer,UTC,30,22.86126729360503,75.12147087035206,42.470708232587114,1.6158567243352684,0.5360295735364718,0.2525979633118389,1.2222716676275116,2.841834308400968,20.023901215046372,42.109611163411564,0.31389336980198923,high
synthetic,synthetic@test.com,developer,UTC,30,33.56731416812714,50.440485306802124,44.13586712260343,2.3565480235745584,0.6861307865957741,0.04608386971819044,3.4033616317803235,2.3590176675946832,20.947580832347576,97.09004266306806,0.9954644725836371,high
synthetic,synthetic@test.com,developer,UTC,30,34.302622283864636,59.32884529762299,43.43832524583046,2.205406365484013,0.6939208475818248,0.1922665903758478,1.042910579902705,2.627172975806724,25.752649089017837,41.46259129808071,0.16590686787653364,high
synthetic,synthetic@test.com,developer,UTC,30,35.90760726375595,79.67399008050816,42.779847140142245,2.3390697308817137,0.9951608321631362,0.04247876657063241,2.7929824530174043,3.1777181475257597,12.401478509385552,82.87311209563211,0.433779027322593,high
synthetic,synthetic@test.com,developer,UTC,30,26.733173354760034,54.520189214397206,40.90463326115434,2.4071036221562148,0.5223245444871394,0.06985568548311187,2.1682373212581134,3.470592627204759,27.593355190443877,64.53029830954665,0.08411533455688203,high
synthetic,synthetic@test.com,developer,UTC,30,21.091686351392838,75.30765154287624,43.187943502392294,2.1491490501342745,0.8351016276756775,0.2288709057118587,1.2324339268857893,3.0998251547978373,26.18582305785036,53.69195383081282,0.8444788732871865,high
synthetic,synthetic@test.com,developer,UTC,30,27.064312714682348,73.05882768378137,44.26007758440585,2.004791482903498,0.954776121935675,0.17613718216109417,4.401097195334887,3.0217723867745727,24.964508755944557,67.19877287032044,0.10497971589607058,high
synthetic,synthetic@test.com,developer,UTC,30,24.963812667538516,77.52013017655028,43.15416120182371,1.6775065824369675,0.6694278178048025,0.057480902898809944,1.0992925271942902,4.78238137551208,23.446219847706146,51.52745506945503,0.5984771915577366,high
synthetic,synthetic@test.com,developer,UTC,30,15.18286140732539,58.340663198024416,43.515167328494464,2.133769773069263,0.9909029737712678,0.1861073128974132,2.910023494510931,4.284297689552023,37.09983615892159,80.44871627028462,0.9632112235493796,high
synthetic,synthetic@test.com,developer,UTC,30,34.55012926845443,76.0040431478578,40.570520355918184,2.2324135029937877,0.7200443497636844,0.16593114072338255,3.616409637929427,4.909445350116709,39.53734244294874,50.17597718415337,0.7337534974379162,high
synthetic,synthetic@test.com,developer,UTC,30,33.749588448381715,60.39478583939146,40.619348874321105,1.5409469602857198,0.8886715637645892,0.14690992254507176,4.942160677979705,3.394920368580959,39.33750937221521,58.810320153584186,0.7936821505599726,high
synthetic,synthetic@test.com,developer,UTC,30,17.1204818077958,66.66385130413292,44.01029893492862,2.424701667219889,0.9112915453087158,0.011091218160352268,2.4908093652269367,2.146095416941554,13.278468733436739,77.27139400672388,0.7132581963116982,high
synthetic,synthetic@test.com,developer,UTC,30,34.34301706879066,75.96369644166988,43.697157342382546,2.300871592106632,0.5244818549116397,0.07036054513238957,3.487591093500983,4.574375913874469,10.135003748189774,66.02405394814448,0.6772873993643972,high
synthetic,synthetic@test.com,developer,UTC,30,15.74018222821533,62.040666726601636,44.478174406918484,2.171612808855859,0.6188291816802987,0.2558343388895738,2.3921256936380573,4.560034013432178,18.968309533567165,71.32241756182043,0.3969400677478341,high
synthetic,synthetic@test.com,developer,UTC,30,21.870626268876677,76.59672686515607,40.937968409697454,1.5848115912357632,0.6709634692728301,0.21529174429247025,4.229726423905127,4.996230110200294,18.890861710334946,58.55593657918975,0.1368212780296263,high
synthetic,synthetic@test.com,developer,UTC,30,29.37179824057584,79.92740111788751,43.504405050603296,2.095212840413372,0.696184546460897,0.27458962808566645,2.9876663845213978,2.4031007399391844,20.961353895974003,34.701666819343686,0.20197903768878156,high
synthetic,synthetic@test.com,developer,UTC,30,15.441719524997804,63.5983974950049,43.17270132475899,1.8432924623789078,0.7101908857526386,0.2877627818533728,4.007852486299662,3.6225699108348537,18.536226253354755,92.78977591410967,0.23509711688065948,high
synthetic,synthetic@test.com,developer,UTC,30,23.133568262916924,77.27194443268846,42.647710276425364,2.2423179494179766,0.7953723970818831,0.19603176270284853,2.1975331660593023,2.7241161848799886,19.67477041505996,40.880909485839574,0.8743143652908074,high
synthetic,synthetic@test.com,developer,UTC,30,22.081173331252852,66.84468183243155,43.95987212570687,2.2838241093757135,0.7191931292920964,0.1428771925760177,4.978806995740099,4.023792430937072,34.43915329353648,93.17877784534623,0.7875898362293392,high
synthetic,synthetic@test.com,developer,UTC,30,10.22215213944281,42.30821953858844,40.50947078657273,1.0611688506255994,0.2910698856375622,0.2538196192900334,2.2989174786033013,2.0716855028363264,24.195490446584408,19.635120785857147,0.28755365313392856,medium
synthetic,synthetic@test.com,developer,UTC,30,10.952799338059261,35.85189564093897,42.27558921205881,1.006435120502845,0.1625139898057168,0.11528814477246582,1.33480110474768,2.769008755979856,6.210569016530723,46.418537652446105,1.4491437906736837,medium
synthetic,synthetic@test.com,developer,UTC,30,11.624858825403662,40.123635103315266,42.08304816534574,0.8006642830699202,0.12241407419973951,0.3588293691222635,1.0036991875357244,3.01633471162575,14.790040130144162,29.9892372454787,3.0192891410251477,medium
synthetic,synthetic@test.com,developer,UTC,30,17.36697365031901,45.93564818079443,41.30174271707625,0.928996176387092,0.14849657060566654,0.24395902016531956,3.0497750729764386,2.456505750926841,11.614714841097333,56.86730779151177,0.3399850289287065,medium
synthetic,synthetic@test.com,developer,UTC,30,13.529235262874796,44.250254540758114,40.75227005778737,0.8189496080021927,0.12764107432770616,0.3756469580592049,1.0277793454633701,2.3766439496227036,5.625670258032891,19.978326040299148,4.341045006398074,medium
synthetic,synthetic@test.com,developer,UTC,30,10.89966690486903,42.3997566555988,42.95097691383063,1.1397741332359117,0.10094827858237479,0.35601083780271003,2.857357259280922,2.325486972209915,20.45874776270568,53.49711938057636,1.7798443862791011,medium
synthetic,synthetic@test.com,developer,UTC,30,19.02552417083217,40.90794659388255,43.01712227166661,1.1938598134470575,0.17230721572783986,0.3439478037460339,1.9551973534853788,3.598427044482982,17.01467837725285,24.736006285143063,2.8981826565246545,medium
synthetic,synthetic@test.com,developer,UTC,30,11.81162761236274,36.01540911004473,40.149173850498485,0.9385914621628724,0.10380682956349732,0.14964632727453253,3.1755499625526062,3.4161824713671756,19.771607729147654,29.271892700849044,6.2301361998238685,medium
synthetic,synthetic@test.com,developer,UTC,30,15.125966576341371,36.63834244270615,40.71859330727767,1.0772381707718806,0.1345887872884156,0.25218781047461303,3.9753234277861322,2.008015209466679,5.3315960379511385,59.688806186872796,4.092471838939159,medium
synthetic,synthetic@test.com,developer,UTC,30,9.522919706222158,46.66492859680322,44.40190150063846,1.01448016524455,0.2243584059721513,0.18195615745026292,1.1515590891160155,3.189135217781729,10.89510386405526,44.86294709971584,5.853716237898209,medium
synthetic,synthetic@test.com,developer,UTC,30,8.217926526972368,42.74427907091446,41.15640269843426,1.1495553991615206,0.1507329013123657,0.2832310399706255,2.6606225202688343,2.792333000118498,18.552415271995883,47.65963356219452,3.968564567235708,medium
synthetic,synthetic@test.com,developer,UTC,30,17.10106684621705,47.78442198790819,42.09636193950403,1.0058332207542124,0.10249397558824265,0.33880856689311356,2.5606902011379815,2.8159228607211304,6.881439261787916,55.03453897539288,2.765050680283895,medium
synthetic,synthetic@test.com,developer,UTC,30,16.190979178510645,36.94186403278596,44.80774814770516,0.8713767047287324,0.13990839857989806,0.35769485816731417,3.7377482324257936,2.424294815046603,14.396017763496559,48.00727070532734,6.148560136675611,medium
synthetic,synthetic@test.com,developer,UTC,30,12.548632340447663,41.72125332904258,43.70858205259867,1.0924543906611182,0.25659202600521697,0.270980145592458,1.3138452904143256,3.80794658175608,22.311450786420565,50.914384611824985,0.6990373401251064,medium
synthetic,synthetic@test.com,developer,UTC,30,10.45276840497715,44.66680474639948,40.11570047290973,1.1916898534829117,0.17542893607113613,0.31579376010724713,3.66271326546413,2.7892597763001645,11.382649771993322,42.3933508004211,4.066925616236355,medium
synthetic,synthetic@test.com,developer,UTC,30,12.909679731497565,42.82307182628021,44.67690684783247,0.9870561026506386,0.13934843615012626,0.2131617948649012,2.1823209477793557,2.2622173860524395,8.257430011091099,45.80529330271548,2.3763442794623186,medium
synthetic,synthetic@test.com,developer,UTC,30,19.458780702269692,38.1667576896619,40.494622525524115,1.1014018252001032,0.276207210383574,0.18343400706144636,1.6062643049364338,2.3715322697421746,15.440246027330247,36.078748856104696,1.8160788789817395,medium
synthetic,synthetic@test.com,developer,UTC,30,8.542077403873117,41.25938742424165,44.796661738178045,1.0610076803010653,0.19910131132572367,0.13320762220888485,1.7573088716487617,2.5895478991490855,20.296071052144686,54.45198587690787,6.311492974965069,medium
synthetic,synthetic@test.com,developer,UTC,30,19.81482329900905,47.77076688035892,44.764995663839905,0.8287288562011538,0.12755870718556103,0.1913399579428099,2.6586947621933845,2.1939557774109586,21.91593915604285,42.75402805847891,3.7965508161154347,medium
synthetic,synthetic@test.com,developer,UTC,30,9.983735880407494,38.292321167202566,40.80156012491129,1.1407732631179195,0.21684557201224364,0.3205388282558901,1.8880985887300772,2.7425052741765543,13.097099288530675,49.20067372848157,5.406470913721977,medium
synthetic,synthetic@test.com,developer,UTC,30,10.48176233016838,47.24000513759529,40.60327668721843,1.158448832969452,0.12007912912996187,0.17936194334539335,3.539435608203871,2.358984144692175,13.271358626199397,35.24366849748568,1.7168128111624674,medium
synthetic,synthetic@test.com,developer,UTC,30,16.52294241603184,46.06735044222865,44.372875699277856,0.9357288582946244,0.2061700788575629,0.17452192115969545,1.7343895046504363,2.3225081257038482,23.800380216150295,54.9594972872511,5.4415109932938455,medium
synthetic,synthetic@test.com,developer,UTC,30,14.211938255452749,41.37790290165434,42.64872833091249,1.0146272054308356,0.18691261693953806,0.13952644986762025,1.3769915586056078,3.9044994316913666,14.640615191727012,57.8942486207335,1.14503814397077,medium
synthetic,synthetic@test.com,developer,UTC,30,14.652998624479203,37.70032429357001,41.265923030633004,0.8120218315044716,0.12379066214804227,0.3750545222887588,1.9645989744469952,3.216258423829183,14.30028263978546,33.020306036037525,3.723202639422477,medium
synthetic,synthetic@test.com,developer,UTC,30,10.246867335384099,47.851850680754495,44.091539343519315,1.096645853092606,0.1937518594027905,0.1458631366379008,3.7619975748207035,2.6827741347634553,6.002133793938675,30.40816545647829,5.56119921347119,medium
synthetic,synthetic@test.com,developer,UTC,30,15.472504939858498,44.76090160168317,43.96817691931189,0.8847818444322171,0.284756663218636,0.2313968808761118,2.917040947792494,2.004617545173484,24.86736996822356,27.64033736838698,0.43444174578108663,medium
